paper_id,标题,总结,分类,是否核心相关,相关性理由,载体设计_聚合物名称,载体设计_载体形态,载体设计_响应机制,负载物信息_名称,负载物信息_类型,负载物信息_形态状态,微生物指标_包埋效率,微生物指标_保护性能,微生物指标_释放后活性,微生物指标_泄露控制,释放特性_触发条件,释放特性_释放动力学
bb88809c-fac8-4b9e-a7d2-2fa2c27f7c80,Fully amino acid-based hydrogel as potential scaffold for cell culturing and drug delivery,本研究开发了一种全氨基酸基水凝胶，以聚天冬氨酸（PASP）为聚合物主链，分别以半胱胺（CYS）和赖氨酸甲酯（LYS）作为交联剂，通过六种不同比例的CYS/LYS合成水凝胶。通过pH依赖性溶胀度、弹性链浓度及还原后巯基检测验证其结构与性能。建立基于溶胀行为的新方法测定交联剂活性浓度。以美托洛尔为模型药物，研究不同LYS含量及巯基存在下的细胞增殖与药物释放动力学。结果表明，60–80% LYS与20–40% CYS比例最有利于牙周膜细胞增殖；还原条件下因二硫键断裂，药物释放显著增强。该水凝胶兼具优异生物相容性、可降解性与pH/还原响应性，为组织工程与控释药物递送提供新型多功能支架。,"Drug Delivery, Synthetic Polymers, Polyamino Acids",TRUE,该研究开发了一种基于聚天冬氨酸（PASP）的全氨基酸水凝胶，使用半胱胺（CYS）和赖氨酸甲酯（LYS）作为交联剂，具有pH响应性及还原敏感性（二硫键断裂），实现了对药物（美托洛尔）的控释，符合聚合物载体设计与环境响应性释放的核心特征。,Poly(aspartic acid) (PASP) cross-linked with cystamine (CYS) and lysinemethylester (LYS),Hydrogel,pH-dependent swelling and reductive cleavage of disulfide bonds (disulfide bridge degradation under reducing conditions),Metoprolol,Drug,,,,,,Reducing conditions (cleavage of disulfide bonds) and pH-dependent swelling,Sustained release (reduced burst release due to cross-linking); increased drug release under reductive conditions
bb3c5e57-d26f-45ce-9a87-7e18fab15b14,Production of protein-loaded polymeric microcapsules by compressed CO2 in a mixed solvent,"本研究旨在开发基于超临界CO₂的新型蛋白递送系统，采用**supercritical antisolvent (SAS)** 技术制备聚乳酸（**PLA**，约100,000 Da）负载胰岛素（**insulin**）的聚合物微胶囊。以**二氯甲烷（dichloromethane）与二甲基亚砜（dimethyl sulfoxide）** 的混合溶剂体系确保PLA与胰岛素的均一溶解，通过**半连续操作模式**进行微胶囊化。首先对纯PLA进行预实验，优化工艺参数以控制颗粒尺寸及分布；随后成功制得平均粒径为0.5–2 μm的PLA/胰岛素微球。通过**分析测定**确认颗粒组成，并验证胰岛素的**生物活性**。该方法利用**超临界CO₂**作为非毒性抗溶剂，显著降低有机溶剂残留，克服传统方法中溶剂残留高、包封率低的问题，适用于蛋白质类药物的微囊化，尤其适合用于**吸入给药**（1–5 μm）或**系统注射**（纳米级）的控释体系。","Drug Delivery, Synthetic Polymers, Polyesters",TRUE,采用超临界二氧化碳抗溶剂（SAS）技术制备聚乳酸（PLA）微胶囊，通过调控溶剂体系实现胰岛素的高效包埋，并利用CO₂的环境友好性和低残留特性，实现对蛋白质药物的可控递送，符合聚合物载体设计与环境响应性释放的核心特征。,Poly(lactic acid) (PLA),Microsphere,Supersaturation induced by CO₂ diffusion leading to rapid precipitation and encapsulation,Insulin,Drug,,,,,,Biodegradation of PLA matrix in physiological environment (implied by controlled release mechanism),Sustained release (implied by microencapsulation in biodegradable polymer with controlled degradation)
ba39996f-bfa7-4fa2-b547-31938b454661,Design and Biophysical Characterization of Poly (L-Lactic) Acid Microcarriers with and without Modification of Chitosan and Nanohydroxyapatite,本研究设计并表征了三种基于聚(L-乳酸)（PLLA）的微载体：未改性PLLA、PLLA/纳米羟基磷灰石（nHA）及PLLA/nHA/壳聚糖（Ch）。通过物理掺杂与表面修饰制备，系统比较其理化特性及对MC3T3-E1成骨细胞的性能。结果表明，PLLA微载体平均直径为291.9±30.7 μm，引入nHA后降至275.7±30.6 μm，进一步包覆壳聚糖后为269.4±26.3 μm，且表面粗糙度与蛋白吸附能力显著提升。细胞培养显示，PLLA/nHA微载体促进细胞增殖效果最佳，而PLLA/nHA/Ch微载体显著增强细胞黏附，并诱导最优的成骨基因表达。研究表明，nHA有助于提升微载体球形度与增殖性能，壳聚糖则显著改善细胞黏附与分化能力。综上，PLLA/nHA/Ch微载体在骨组织工程中具有优异潜力。,"Drug Delivery, Synthetic Polymers, Polyesters",FALSE,该研究聚焦于PLLA微载体的物理掺杂与表面修饰，用于骨细胞（MC3T3-E1）的三维培养，未涉及任何药物或活性微生物的负载与控释行为，也未设计响应性释放机制。其核心是材料的物理化学性能与细胞相容性评估，而非聚合物在药物或微生物递送中的刺激响应或可控释放功能。,"Poly (L-lactic) acid (PLLA), nanohydroxyapatite (nHA), Chitosan",Microcarriers,,MC3T3-E1 cells,Drug,,,,,,,
ba6204e0-db52-4306-8c51-dc8b0477e4da,Controlled Curcumin Release from Hydrogel Scaffold Platform Based on 2-Hydroxyethyl Methacrylate/Gelatin/Alginate/Iron(III) Oxide,本研究开发了一种基于2-羟乙基甲基丙烯酸酯（2-HEMA）、明胶（Gelatin）、海藻酸钠（Alginate）与三氧化二铁（Iron(III) Oxide）的新型多孔水凝胶支架，采用改良造孔法构建。该水凝胶具有互连多孔结构、良好机械强度、pH响应性及可控药物释放性能。通过化学组成、形貌、溶胀性、孔隙率、力学性能、细胞毒性（MTT法）及体外降解性等表征，系统评估了材料性能与组分的关系。结果表明，该水凝胶对人成纤维细胞具有良好生物相容性，且能有效负载并控制释放姜黄素（Curcumin）。该平台结合了天然与合成聚合物及无机物的协同优势，模拟细胞外基质（ECM）结构，具备可调性能，适用于组织工程与药物递送等生物医学领域。,"Drug Delivery, Natural Polymers, Polysaccharides",FALSE,该研究聚焦于合成一种由2-羟乙基甲基丙烯酸酯/明胶/海藻酸盐/氧化铁组成的水凝胶支架，用于控制姜黄素的释放。虽然涉及聚合物复合材料和pH响应性释放行为，但负载物为化学药物（姜黄素），且未涉及微生物制剂或活性细胞的递送。此外，研究重点在于材料的结构、机械性能和药物释放动力学，而非针对微生物的保护或靶向递送设计，因此不符合【Polymer for Delivery】中关于微生物递送的核心判据。,"2-Hydroxyethyl Methacrylate, Gelatin, Alginate, Iron(III) Oxide",Hydrogel scaffold (3D porous structure),pH-sensitive swelling and degradation,Curcumin,Drug,,,,,,pH-sensitive release (in vitro testing under different pH conditions),Sustained release (controlled release profile observed)
b9431395-08b5-4e4b-80ee-2ef6e2b641d5,Nonwoven Polymer Nanofiber Coatings That Inhibit Quorum Sensing in Staphylococcus aureus: Toward New Nonbactericidal Approaches to Infection Control,"本研究开发了一种基于电纺可降解聚合物纳米纤维的非织造涂层，用于抑制金黄色葡萄球菌（*Staphylococcus aureus*）的群体感应（Quorum Sensing, QS）。将合成的非杀菌型群体感应抑制剂（Quorum Sensing Inhibitor, QSI）——大环肽1（macrocyclic peptide 1）负载于聚乳酸-羟基乙酸共聚物（PLGA）纳米纤维中，通过电纺技术制备涂层并沉积于非织造网状基底上。该系统在生理缓冲液中可持续释放QSI约3周，且释放的QSI在14天内保持生物活性，显著抑制了*agr*-介导的QS及绿荧光蛋白（GFP）报告菌株的QS信号通路，不引起细菌死亡。涂层有效抑制了溶血素（hemolysins）的产生，减少对红细胞的溶血作用。该策略具有模块化优势，可适配多种聚合物、活性成分与工艺参数，适用于医疗场景中的表面涂层，为开发靶向毒力而非生长的新型抗感染材料提供了新路径，并可作为多孔支架用于研究QS调控对细菌群落结构的影响。","Drug Delivery, Synthetic Polymers, Polyesters",TRUE,使用电纺技术制备可降解聚合物纳米纤维涂层，实现对合成类群感抑制剂（QSI）的可控释放，具有持续释放特性并响应生理环境，符合聚合物载体设计与环境响应性释放的核心特征。,"Degradable polymer (specific polymer not named in abstract, but implied from electrospinning context)",Non-woven nanofiber coating,Degradation in physiological buffer leading to sustained release over ~3 weeks,Macrocyclic peptide 1,Drug,,,,,,"Physiological buffer (in vitro, mimicking in vivo conditions)","Sustained release over ~3 weeks, with biological activity retained for at least 14 days"
b94184c0-485d-4126-b2ac-d2cc54b8490b,"Mucoadhesive curcumin nanospheres: Biological activity, adhesion to stomach mucosa and release of curcumin into the circulation","本研究旨在开发具有黏膜黏附性的姜黄素纳米球，以提升姜黄素口服生物利用度。采用乙基纤维素（Ethylcellulose, EC）和甲基纤维素/乙基纤维素共聚物（MC/EC, ECMC）通过自组装法制备纳米球，实现高达48–49%的姜黄素载药量。C-EC与C-ECMC纳米球均表现出体外自由基清除活性及对MCF-7和HepG2细胞的剂量依赖性细胞毒性。通过小鼠口服给药，定量分析胃组织与血液中姜黄素浓度，评估其在胃黏膜的黏附性及向循环系统释放能力。首次通过扫描电镜（SEM）直接可视化C-EC与C-ECMC纳米球在胃黏膜上皮的黏附现象。研究证实自组装C-EC纳米球具有显著黏膜黏附性，可延长药物在胃部滞留时间，促进姜黄素释放入血，为姜黄素口服递送提供高效载体策略。","Drug Delivery, Natural Polymers, Polysaccharides",FALSE,该研究聚焦于基于乙基纤维素（EC）和甲基纤维素（MC）的纳米球载体用于递送化学药物（姜黄素），虽涉及mucoadhesion和释放行为，但未体现聚合物的环境响应性（如pH/酶/ROS响应）或可控释放设计；载体为简单自组装形成的单一聚合物或共混物，无刺激响应结构或控释机制，且负载物为小分子药物而非活性微生物，不符合【Polymer for Delivery】核心特征。,"Ethylcellulose, Methylcellulose",Nanospheres,,Curcumin,Drug,,,,,,"Oral administration, release in circulation and stomach tissue","Sustained release (implied by in vivo release into blood and stomach tissue, but no detailed kinetic model provided)"
b90f6622-a477-4f5b-8ef8-6e2584791871,Tumor Microenvironment Stimuli-Responsive Nanoparticles for Programmed Anticancer Drug Delivery,本研究设计了一种响应肿瘤微环境（TME）的程序化纳米药物递送系统，基于超敏聚合物**PEOz-b-PSD**（pKa ≈ 6.96）与**PAMAM/DOX**通过静电吸附形成**PEPSD/PAM/DOX**纳米颗粒。在生理环境（pH ≈ 7.4）中，纳米颗粒保持约80 nm的完整结构，带负电，延长循环时间；进入酸性TME（pH ≈ 6.5–6.8）后，**PEOz-b-PSD**迅速质子化并发生电荷反转，导致其从纳米颗粒表面解离，使大尺寸负电纳米颗粒瞬间转变为15 nm的正电**PAMAM/DOX**超细颗粒。该“尺寸缩小+电荷反转”双重响应机制显著增强肿瘤组织渗透与细胞内吞效率。进入肿瘤细胞后，**PAMAM**的质子海绵效应促进DOX快速释放，提升抗肿瘤效果。体内外实验表明，该系统显著增强DOX抗肿瘤活性并降低心脏毒性，为实体瘤治疗提供高效、安全的纳米递送策略。,"Drug Delivery, Synthetic Polymers, Polyethers",TRUE,设计了响应肿瘤微环境的超敏纳米颗粒，利用pH响应性聚合物实现尺寸缩小和电荷反转，从而增强循环时间、肿瘤渗透和细胞内化，符合聚合物载体的刺激响应与可控释放核心特征。,Poly(2-ethyl-2-oxazoline)-poly(methacryloyl sulfadimethoxine) (PEOz-b-PSD),Nanoparticle (via electrostatic adsorption with PAMAM dendrimers),pH响应：在肿瘤微环境（pH≈6.96）中快速质子化，导致电荷反转和聚合物脱落，引发纳米颗粒尺寸缩小（80 nm → 15 nm）和表面电荷由负变正,Doxorubicin (DOX),Drug,,,,,,Tumor microenvironment (pH ~6.96),Sustained release (在肿瘤细胞内通过PAMAM质子海绵效应快速释放)
b918d9c0-dbd0-4421-82bc-434fa65a9b56,Smart magnetic poly(N-isopropylacrylamide) to control the release of bio-active molecules,本研究开发了一种智能磁性聚(N-异丙基丙烯酰胺)（magnetic PNIPAM）水凝胶，通过调控磁性纳米颗粒（MNPs）的吸附量，实现对PNIPAM下临界溶解温度（LCST）的可逆调节，使其从32°C升至≥37°C。该磁性PNIPAM可作为智能载体，在体外通过交变磁场诱导的磁热效应远程触发LCST，实现对生物活性分子（如血管内皮生长因子VEGF）的可控释放。实验采用49% w/w MNPs含量的磁性水凝胶，验证其对VEGF的吸附与释放能力，并通过人脐静脉内皮细胞（HUVEC）的存活率与增殖实验，证明释放的VEGF保持生物活性。该系统兼具靶向引导（外磁场控制）与按需释放功能，为安全可控的生物医学应用（如靶向药物递送）提供了新策略。,"Drug Delivery, Synthetic Polymers, Polyamino Acids",TRUE,使用磁性聚(N-异丙基丙烯酰胺)水凝胶作为智能载体，通过远程感应加热触发温度响应性释放，实现对生物活性分子的按需释放，符合聚合物设计与环境响应的核心特征。,Poly(N-isopropylacrylamide) (PNIPAM),Hydrogel,Thermal response (LCST shift from 32°C to ≥37°C); triggered by inductive heating via alternating magnetic field,Vascular endothelial growth factor (VEGF),Drug,,,,,,Inductive heating with alternating magnetic field (remote temperature control),"Sustained release triggered at LCST (above 37°C), with controlled release upon reaching the critical temperature"
b8f468bb-385f-4c8c-9338-63e0053a4a8d,Influence of Temperature on the Colloidal Stability of Polymer-Coated Gold Nanoparticles in Cell Culture Media,"研究考察了温度对聚合物包覆金纳米颗粒（Au NPs）在细胞培养基中胶体稳定性的影响，对比了温敏性（poly(N-isopropylacrylamide), pNIPAM）与非温敏性聚合物壳层（polyallylaminine hydrochloride/polystyrenesulfonate, PAH/PSS；poly(isobutylene-alt-maleic anhydride)-graft-dodecyl, PMA）的纳米颗粒。通过动态光散射（DLS）测定其水合直径（hydrodynamic diameter, $d_h$），发现pNIPAM包覆的纳米颗粒在磷酸盐缓冲液（PBS）或含蛋白培养基中，温度高于其体积相变温度（LCST）时发生可逆尺寸增大，源于聚合物壳层的热响应性溶胀。而非温敏性壳层纳米颗粒在PBS或含蛋白介质中呈现时间依赖性不可逆聚集，导致$ d_h $持续上升，尤其在PBS中更显著。该结果表明需区分温度诱导与时间诱导的聚集。尽管pNIPAM纳米颗粒具有温度响应性，但其在细胞系中的摄取效率与非温敏颗粒无显著差异，未观察到温度特异性摄取差异。","Drug Delivery, Synthetic Polymers, Polyamino Acids",FALSE,研究聚焦于金纳米颗粒的胶体稳定性与温度响应性，但负载物为无机纳米颗粒（金核），并非药物或活性微生物；聚合物涂层虽具温度响应性（pNIPAM），但未实现可控释放功能，且无生物递送或靶向释放设计，不符合聚合物递送系统的核心特征。,"poly(N-isopropylacrylamide), polyallylaminine hydrochloride/polystyrenesulfonate, poly(isobutylene-alt-maleic anhydride)-graft-dodecyl",Core-shell structure,Temperature-sensitive swelling/deswelling (pNIPAM above volume phase transition),Gold nanoparticles (Au NPs),Drug,,,,,,Temperature above volume phase transition (LCST) for pNIPAM,Reversible size change due to swelling/deswelling; no controlled release of payload demonstrated
b8a7c7d6-ce7c-4331-8dc7-80e52ba0206b,Relationship between permeability and diffusivity in polyethylene glycol hydrogels,本研究旨在揭示聚乙二醇（PEG）水凝胶中溶质扩散系数（diffusivity）与流体渗透率（permeability）之间的关系。采用荧光恢复光漂白（FRAP）测定不同分子量的葡聚糖在PEG水凝胶中的扩散系数，同时利用球形压痕结合多孔弹性理论测量同一水凝胶的流体渗透率。结果表明，扩散系数随网孔尺寸ξ呈exp(−ξ⁻²)变化，同时与固有渗透率kξ呈exp(−kξ⁻¹)关系；而扩散受溶质尺寸影响，对流则不受影响。该关系为快速、非破坏性评估水凝胶运输性能提供了依据，有助于优化其在细胞培养、药物递送及生物分离等生物医学应用中的设计与使用。,"Drug Delivery, Synthetic Polymers, Polyethylene Glycol",FALSE,研究聚焦于聚乙二醇（PEG）水凝胶中溶质扩散与流体渗透性的关系，未涉及任何负载物（如药物或微生物）的递送、保护或可控释放行为，也无刺激响应性设计或靶向释放机制，仅评估物理传输性质，不符合聚合物递送系统的核心特征。,Polyethylene glycol (PEG),Hydrogel,,,,,,,,,,
b8989e41-ed6e-433c-b6e6-ef2201ba3b81,Basic Principles of Emulsion Templating and Its Use as an Emerging Manufacturing Method of Tissue Engineering Scaffolds,本综述系统阐述了乳液模板法（emulsion templating）在组织工程（TE）支架制造中的基本原理与应用，聚焦于聚合内相乳液（PolyHIPEs）的制备与优化。通过油/水（O/W）或水/油（W/O）乳液体系，以单体（monomers）、交联剂（crosslinkers）、乳化剂（surfactants）及连续相/分散相为关键组分，调控乳液稳定性与液滴尺寸，实现高孔隙率（可达99%）与高度互连孔道结构。通过自由基聚合、光聚合等聚合路径实现模板固化，形成多孔支架。通过表面功能化（如引入RGD肽、生长因子）提升生物活性。该方法可调控孔径、孔隙率与机械性能，适用于软组织（如皮肤、神经）与硬组织（如骨）修复、体外模型构建及药物递送，展现出优异的可调性与生物相容性，是新兴的高效组织工程支架制造技术。,"Drug Delivery, Synthetic Polymers, Polyesters",FALSE,该论文聚焦于乳液模板法制造组织工程支架的原理与工艺，核心内容为多孔支架的制备技术（如PolyHIPE），未涉及任何聚合物载体对药物或活性微生物的负载、保护或环境响应性释放行为，因此不符合【Polymer for Delivery】的核心特征。,,,,,,,,,,,,
b89c68c8-4289-46d8-a850-6e3bc9c36513,"Microstructured, Functional PVA Hydrogels through Bioconjugation with Oligopeptides under Physiological Conditions",本研究开发了一种在生理条件下实现聚乙烯醇（PVA）溶液及微结构物理水凝胶中寡肽生物偶联的新方法。通过合成带末端巯基的PVA，利用巯基-马来酰亚胺反应将巯基化肽（如RGD细胞黏附肽）共价偶联至PVA。在微结构表面黏附PVA物理水凝胶中，定量分析了偶联位点并获得肽偶联的动力学数据。通过细胞黏附实验验证了功能化水凝胶对细胞的黏附能力，证实了偶联成功。该策略解决了PVA长期缺乏有效生物偶联途径的瓶颈，结合PVA优异的生物相容性与FDA临床批准安全性，为组织工程与智能生物界面构建提供了可精准调控化学、物理与几何信号的高性能生物材料。,"Drug Delivery, Synthetic Polymers, Polyethylene Glycol",FALSE,论文聚焦于聚乙烯醇（PVA）水凝胶的生物偶联功能化，旨在通过肽偶联增强其作为细胞培养基质的生物活性，但未涉及任何负载物（如药物或微生物）的递送、保护或可控释放行为。核心关注点为材料表面功能化与细胞粘附性能，而非聚合物载体对负载物的响应性释放或保护作用。,Poly(vinyl alcohol) (PVA),Microstructured physical hydrogel,,,,,,,,,,
b840ccbd-c369-481b-9cec-b2e0a19796f3,Bimatoprost-Loaded Ocular Inserts as Sustained Release Drug Delivery Systems for Glaucoma Treatment: In Vitro and In Vivo Evaluation,本研究旨在开发并评估载Bimatoprost（BIM）的壳聚糖（Chitosan）眼用缓释植入剂，用于青光眼治疗。采用溶剂浇铸法构建植入剂，通过溶胀性、红外光谱、差示扫描量热法、药物含量、扫描电镜及体外释药性能进行表征，结果显示BIM与聚合物基质发生物理相互作用但无化学反应，体外持续释药达8小时。利用99mTc-BIM标记进行大鼠眼内分布研究，显示植入剂组眼内滞留量显著高于滴眼液组。在高眼压青光眼Wistar大鼠模型中，单次给予BIM植入剂（等效9.0 μg BIM）后，IOP持续降低4周；而滴眼液组仅在给药期间有效，且植入剂组视网膜神经节细胞（RGC）数量及视神经头凹陷程度改善显著优于对照组。结果表明，BIM-壳聚糖植入剂可实现长效释药，具有良好的青光眼治疗潜力。,"Drug Delivery, Natural Polymers, Polysaccharides",TRUE,使用壳聚糖聚合物制备了具有持续释放特性的眼用植入物，通过溶剂浇铸法构建结构化载体，实现药物在8小时内持续释放，符合聚合物载体的可控释放设计核心特征。,Chitosan,Polymeric insert (聚合物片剂),Swelling (溶胀),Bimatoprost (BIM),Drug,,,,,,In vitro release in simulated tear fluid (implied by sustained release over 8 hours),Sustained release (缓释)
b892926c-7744-4e0e-b1d3-efc8d14de9ae,Size-dependent cellular uptake of exosomes,本研究比较了超速离心法与聚合物沉淀法提取胶质瘤干细胞（GASC）来源外泌体（exosomes）对细胞摄取及功能的影响。采用原子力显微镜（AFM）、纳米颗粒追踪分析（NTA）等技术测定外泌体粒径分布，发现聚合物沉淀法获得的外泌体粒径更小，且在胶质母细胞瘤细胞中摄取更快，显著促进细胞迁移与增殖。研究揭示，不同分离方法导致外泌体群体粒径分布差异，进而影响其生物学活性，提示外泌体尺寸是决定其治疗潜力的关键物理因素，强调在治疗应用中需严格控制分离方法以优化外泌体性能。,其他,FALSE,该研究聚焦于外泌体分离方法（超速离心 vs. 聚合物沉淀）对颗粒尺寸分布的影响及其对细胞摄取和功能活性的影响，未涉及任何聚合物作为药物/微生物递送载体的设计、刺激响应性或可控释放行为。外泌体本身是天然纳米囊泡，而非由聚合物构建的工程化递送系统。,,,,Exosomes from glioma-associated stem cells (GASC),Drug,,,,,,,
b7efd308-0ce3-4f28-b8ea-4c1bc1675634,Transiently Responsive Block Copolymer Micelles Based on N-(2-Hydroxypropyl)methacrylamide Engineered with Hydrolyzable Ethylcarbonate Side Chains,"本研究开发了一类基于N-(2-羟丙基)甲基丙烯酰胺（HPMA）修饰乙基碳酸酯（EC）侧链的可降解温敏嵌段共聚物PEG−poly(HPMA-EC)，通过PEG基大分子引发剂引发自由基聚合制备。该共聚物具有下临界溶解温度（LCST）行为，云点（cp）为17 °C，高于此温度时自组装形成直径约40 nm的胶束，其疏水内核可负载疏水性药物。动态光散射（DLS）表征显示其温敏响应性。流式细胞术与共聚焦显微镜证实载荧光染料胶束在2D/3D肿瘤细胞模型中呈剂量依赖性摄取。该共聚物具有优异细胞相容性，负载紫杉醇（Paclitaxel, PTX）后显著抑制癌细胞活力，且无需Cremophor EL（CrEL）等毒性辅料，实现高效、安全的疏水性抗癌药物递送。","Drug Delivery, Synthetic Polymers, Polyethers",TRUE,使用基于HPMA的可降解温敏嵌段共聚物构建纳米胶束，通过温度响应性自组装实现药物控释，且在特定条件下可降解释放药物，符合聚合物设计与环境响应的核心特征。,PEG−poly(HPMA-EC),Micelle,温度响应性（LCST行为，云点约17°C），高于云点时自组装成胶束；水解性碳酸酯侧链降解导致极性转变，使聚合物完全水溶，诱导药物释放,Paclitaxel (PTX),Drug,,,,,,温度高于云点（~17°C）时自组装形成胶束，且在水解性侧链降解后（可能在生理条件下发生）实现药物释放,具有可控释放特性，通过聚合物降解引发极性转变，实现药物释放，未明确提及突释或缓释，但具备响应性释放机制
b73065c5-40a9-415e-9dbb-b6a9fa5ed798,"A pH-responsive polymer linked with immunomodulatory drugs: synthesis, characteristics and in vitro biocompatibility",本研究设计并合成了一种pH响应型共聚物mPEG-b-PLA，通过酸敏感的Schiff碱键将免疫调节药物Imiquimod（R837）共价连接，构建R837载药纳米胶束。利用¹H NMR、GPC和FT-IR验证了分子结构，所得胶束R837载药量达22.4%。在酸性环境（pH 6.5）下，Schiff碱键断裂显著加速R837释放，而在生理pH（7.4）下释放缓慢。体外实验表明，该胶束在pH 6.5下可有效激活RAW 264.7巨噬细胞，促进MHC II类分子表达，而在pH 7.4下无激活作用。以人脐静脉内皮细胞（HUVECs）为模型，证实聚合物载体及R837胶束在生理条件下细胞毒性低，不诱导内皮细胞活化，表现出良好的体外生物相容性。研究成功构建了pH响应性、高生物相容性且能靶向激活巨噬细胞的R837递送系统，为肿瘤免疫治疗提供潜在应用前景。,"Drug Delivery, Synthetic Polymers, Polyesters",TRUE,使用酸敏感的席夫碱键将免疫调节药物Imiquimod (R837)共价连接至mPEG-b-PLA两亲性可降解共聚物，形成pH响应型自组装胶束，实现酸性环境下药物的可控释放，符合聚合物载体设计与环境响应的核心特征。,mPEG-b-PLA,Micelle,pH敏感的溶胀与降解（酸性条件下Schiff碱键断裂导致药物释放）,Imiquimod (R837),Drug,,,,,,pH 6.5（模拟肿瘤微环境或内体酸性条件）,在酸性介质中释放显著加速，表现出pH响应性缓释行为，未提及突释
